text,category
shortness of breath sharp chest pain hip pain back pain bones are painful ache all over rib pain back mass or lump,Musculoskeletal
shortness of breath dizziness vomiting,General
anxiety and nervousness insomnia abusing alcohol hostile behavior drug abuse delusions or hallucinations,Mental
skin swelling swelling of scrotum arm swelling ache all over,Skin
hostile behavior restlessness seizures delusions or hallucinations temper problems antisocial behavior,Mental
retention of urine suprapubic pain sharp abdominal pain vomiting involuntary urination,General
cough ear pain fluid in ear allergic reaction redness in ear painful sinuses,General
depressive or psychotic symptoms difficulty speaking lack of growth restlessness delusions or hallucinations temper problems,Mental
groin mass bones are painful back mass or lump shoulder lump or mass,Skin
sharp chest pain hip pain sharp abdominal pain vomiting back pain low back pain burning abdominal pain,General
leg pain hand or finger pain neck pain low back pain loss of sensation paresthesia ache all over,Musculoskeletal
"cough skin swelling skin lesion allergic reaction skin dryness, peeling, scaliness, or roughness skin irritation warts",Skin
leg pain headache arm pain low back pain ache all over,Musculoskeletal
blood in stool sharp abdominal pain headache nausea diarrhea decreased appetite fever chills fluid retention,Digestive
shortness of breath irritable infant vomiting decreased appetite fever difficulty breathing coryza,Respiratory
nasal congestion fever,Respiratory
acne or pimples itching of skin skin rash,Skin
retention of urine suprapubic pain sharp abdominal pain vomiting painful urination blood in urine,General
wrist pain hand or finger swelling wrist swelling joint pain elbow swelling,Musculoskeletal
sharp chest pain sore throat cough headache fever coryza,Respiratory
anxiety and nervousness depressive or psychotic symptoms sharp chest pain abnormal involuntary movements vomiting problems with movement,Mental
sharp chest pain cough sharp abdominal pain back pain side pain difficulty breathing rib pain,Respiratory
nasal congestion facial pain allergic reaction apnea abnormal breathing sounds painful sinuses nosebleed,Respiratory
sore throat cough irritable infant vomiting coryza,Respiratory
retention of urine involuntary urination frequent urination symptoms of bladder hesitancy,General
anxiety and nervousness depressive or psychotic symptoms dizziness chest tightness,Mental
abnormal involuntary movements difficulty breathing fatigue sleepiness abnormal breathing sounds,Respiratory
foot or toe pain ankle pain leg swelling foot or toe swelling ankle swelling,Musculoskeletal
dizziness diminished hearing vomiting headache nausea spots or clouds in vision loss of sensation sweating,General
leg pain knee pain foot or toe pain ankle pain knee swelling problems with movement knee stiffness or tightness leg swelling irregular appearing nails,Musculoskeletal
sore throat nasal congestion difficulty in swallowing vomiting headache fever ache all over chills,Respiratory
cough abnormal breathing sounds redness in ear,Respiratory
cough wheezing fever difficulty breathing congestion in chest,Respiratory
suprapubic pain lower abdominal pain vaginal discharge vaginal redness vulvar irritation,General
difficulty speaking back pain knee pain ache all over,Musculoskeletal
difficulty in swallowing toothache neck mass jaw swelling mouth pain,Musculoskeletal
sharp chest pain blood in stool sharp abdominal pain vomiting burning abdominal pain,Digestive
nausea diarrhea burning abdominal pain decreased appetite side pain fever upper abdominal pain,Digestive
sharp abdominal pain vaginal dryness pain of the anus changes in stool appearance rectal bleeding constipation,Digestive
depression depressive or psychotic symptoms lack of growth abusing alcohol excessive anger seizures,Mental
insomnia hostile behavior drug abuse feeling ill delusions or hallucinations,Mental
"abnormal appearing skin problems during pregnancy allergic reaction itching of skin skin dryness, peeling, scaliness, or roughness",Skin
hand or finger pain hand or finger swelling arm pain,Musculoskeletal
skin swelling toothache peripheral edema gum pain pain in gums,General
shortness of breath cough vomiting wheezing decreased appetite difficulty breathing coryza pulling at ears,Respiratory
insomnia headache sleepiness,Musculoskeletal
leg pain hip pain arm pain neck pain low back pain joint pain,Musculoskeletal
skin swelling skin lesion skin moles skin irritation,Skin
hip pain back pain knee pain loss of sensation shoulder pain ache all over,Musculoskeletal
depressive or psychotic symptoms sharp chest pain seizures,Mental
wrist pain wrist swelling knee pain ankle pain elbow pain ankle swelling,Musculoskeletal
dizziness cough diminished hearing,General
shortness of breath sharp chest pain,General
shortness of breath vomiting abnormal appearing skin,Skin
hip pain hand or finger pain knee pain foot or toe pain ankle pain shoulder pain,Musculoskeletal
blood in stool fainting sharp abdominal pain weakness rectal bleeding,Digestive
skin swelling skin lesion skin moles joint pain itching of skin itchy scalp skin rash,Skin
insomnia back pain neck pain low back pain neck stiffness or tightness,Musculoskeletal
leg pain arm pain back pain low back pain ankle pain,Musculoskeletal
depressive or psychotic symptoms difficulty speaking lack of growth hostile behavior restlessness seizures delusions or hallucinations temper problems fears and phobias,Mental
nasal congestion eye redness itchiness of eye allergic reaction swollen eye,General
nasal congestion swollen lymph nodes peripheral edema jaw swelling,General
blood in stool pain of the anus rectal bleeding mass or swelling around the anus drainage in throat,Digestive
irregular appearing scalp pain of the anus pelvic pain bones are painful,Digestive
difficulty in swallowing toothache jaw swelling mouth pain,Musculoskeletal
sharp abdominal pain vomiting burning abdominal pain lower body pain upper abdominal pain stomach bloating regurgitation.1,Digestive
shortness of breath bones are painful side pain shoulder pain ache all over rib pain back mass or lump hurts to breath,Musculoskeletal
hand or finger pain peripheral edema joint pain joint swelling,Musculoskeletal
sharp chest pain back pain upper abdominal pain regurgitation.1,Digestive
acne or pimples skin growth irregular appearing scalp itching of skin skin irritation,Skin
shortness of breath depressive or psychotic symptoms chest tightness cough fever chills,Respiratory
skin swelling lip swelling abnormal appearing skin skin lesion acne or pimples skin growth skin moles skin irritation wrinkles on skin,Skin
lack of growth eye deviation double vision cross-eyed,General
wrist pain hand or finger swelling foot or toe pain knee swelling joint pain ankle swelling,Musculoskeletal
anxiety and nervousness depression lack of growth fainting hostile behavior excessive anger,Mental
diminished hearing fluid in ear fever coryza redness in ear,General
peripheral edema eye redness swollen eye,General
blood in stool pain of the anus heartburn lower body pain melena constipation mass or swelling around the anus itching of the anus,Digestive
leg pain hand or finger pain wrist pain foot or toe pain ankle pain shoulder pain hand or finger weakness,General
sharp chest pain sore throat nasal congestion throat swelling headache,Respiratory
blood in stool flatulence pain of the anus heartburn,Digestive
shortness of breath hoarse voice cough nasal congestion vomiting fever coryza abnormal breathing sounds pulling at ears,Respiratory
problems with movement lower body pain back cramps or spasms,Musculoskeletal
sharp abdominal pain vomiting headache back pain problems during pregnancy spotting or bleeding during pregnancy,General
cough nasal congestion skin lesion mouth ulcer itching of skin,Skin
sharp chest pain dizziness palpitations hot flashes arm pain lower body pain,General
sharp abdominal pain pain during intercourse lower abdominal pain vaginal discharge pain during pregnancy pelvic pain vaginal pain,General
headache loss of sensation focal weakness paresthesia leg weakness,General
skin swelling lip swelling skin lesion,Skin
depressive or psychotic symptoms dizziness vomiting seizures delusions or hallucinations,Mental
hip pain back pain neck pain low back pain loss of sensation side pain back cramps or spasms back stiffness or tightness,Musculoskeletal
cough nasal congestion wheezing fever difficulty breathing chills coryza,Respiratory
cough difficulty breathing hemoptysis apnea,Respiratory
dizziness blood in stool sharp abdominal pain vomiting nausea vomiting blood melena,Digestive
difficulty speaking lack of growth restlessness seizures temper problems obsessions and compulsions antisocial behavior,Mental
sharp chest pain back pain bones are painful back mass or lump hurts to breath,Musculoskeletal
leg pain arm stiffness or tightness knee pain shoulder stiffness or tightness elbow swelling,Musculoskeletal
sharp abdominal pain stomach bloating,Digestive
weight gain difficulty breathing fatigue apnea sweating,Respiratory
wrist pain wrist swelling knee pain skin irritation,Skin
